id,reputation,upvotes,downvotes,question_count,avg_question_score,avg_question_view_count,answer_count,accepted_answer_count,avg_answer_score,no_of_badges,gold_badge_count,silver_badge_count,bronze_badge_count,badge_score,net_user_upvotes
2125229,26,4,0,40,0,1030.5,40,2,0.25,40,0,0,40,40,4
3682440,484,37,15,4410,0.7,2595.9,4410,2,1.476190476,4410,210,840,3360,8820,22
1495546,734,28,2,480,1.5,1426,480,2,4.583333333,480,0,120,360,840,26
6463948,155,2,0,42,-0.333333333,715.6666667,42,2,1.5,42,0,0,42,42,2
7199944,118,35,0,924,0.666666667,932.3333333,924,2,0.214285714,924,0,0,924,924,35
2828219,2747,30,1,30888,0.545454545,952.0909091,30888,2,4.444444444,30888,0,15444,15444,77220,29
898240,1216,8,0,462,3.333333333,1659.666667,462,2,15.71428571,462,0,210,252,1092,8
569246,641,4,0,1449,2.666666667,3762.888889,1449,2,5.428571429,1449,63,441,945,3339,4
636504,117,6,0,144,0.75,754.25,144,2,1.25,144,0,0,144,144,6
1345441,409,28,0,504,3.666666667,2631.5,504,2,0,504,24,144,336,1152,28
5718560,71,8,0,198,0.166666667,569.6666667,198,2,0.666666667,198,0,18,180,252,8
12705907,409,210,9,1368,0.75,736.5,1368,2,2.555555556,1368,0,432,936,2664,201
350332,173,0,0,144,3.75,10485,144,2,0.666666667,144,12,24,108,324,0
4546560,110,156,0,819,0.555555556,1387.666667,819,2,0.571428571,819,0,126,693,1197,156
2882002,11,0,0,30,0,861.5,30,2,0.333333333,30,0,0,30,30,0
7259117,159,0,0,42,3.333333333,1564.333333,42,2,2.5,42,0,0,42,42,0
1354481,188,9,4,360,1,149,360,2,0.611111111,360,0,0,360,360,5
1058219,99,0,0,42,1,2531,42,2,0.714285714,42,0,7,35,63,0
238405,1311,313,2,7920,4.555555556,3311.777778,7920,2,3.5,7920,198,2772,4950,18018,311
8419342,71,23,0,135,1,1251.4,135,2,0,135,0,30,105,225,23
2691647,658,1892,6,560,9.8,1841.2,560,2,0.75,560,20,160,380,1220,1886
13819182,47,4,0,70,0.571428571,125,70,2,0,70,0,0,70,70,4
2251725,406,30,0,1728,2.416666667,3630.25,1728,2,2,1728,72,360,1296,3456,30
2185661,895,198,5,504,0,105.5,504,2,6.166666667,504,0,192,312,1080,193
6730221,123,46,0,594,1.75E-16,267.6666667,594,2,0.222222222,594,0,0,594,594,46
309110,258,6,0,612,1.777777778,1441.666667,612,2,1.5,612,0,72,540,828,6
348862,8000,273,3,24966,30.68421053,42927.21053,24966,2,11.11111111,24966,2394,10944,11628,79344,270
7994582,67,5,0,120,0.8,120.4,120,2,0.666666667,120,0,0,120,120,5
13759720,37,0,0,96,0.25,1292.25,96,2,0,96,0,16,80,144,0
4093488,21,0,0,8,1,415.5,8,2,0,8,0,0,8,8,0
4171625,71,22,0,40,0,39,40,2,0.8,40,0,0,40,40,22
1542202,2119,190,23,7425,1,671,7425,2,12.06666667,7425,165,2640,4620,16830,167
3681793,968,1539,4,3456,1.166666667,1093.166667,3456,2,2.875,3456,0,1440,2016,7776,1535
2405643,299,12,0,720,1.5,121.6666667,720,2,0.583333333,720,0,72,648,936,12
2409624,1285,4,0,416,6.375,22387,416,2,33,416,32,176,208,1232,4
4482080,91,25,0,80,0,161.5,80,2,0.625,80,0,0,80,80,25
5195852,331,16,1,1024,1.875,1385.5,1024,2,1.875,1024,0,192,832,1600,15
11604895,3,0,0,16,0,65.5,16,2,0,16,0,0,16,16,0
2070285,36,8,0,15,0,68,15,2,0.666666667,15,0,0,15,15,8
11747587,1355,55,17,64240,1.493150685,2175.589041,64240,2,0.227272727,64240,3212,16060,44968,141328,38
4159658,51,0,0,6,0,66,6,2,0.666666667,6,0,0,6,6,0
4590447,79,2,0,168,-0.571428571,818.8571429,168,2,1,168,0,21,147,231,2
5038334,489,25,7,816,3.125,5306.125,816,2,1.5,816,48,144,624,1680,18
5580725,61,22,0,12,0,89,12,2,1,12,0,0,12,12,22
1886790,144,11,0,81,0,704.3333333,81,2,4,81,0,18,63,135,11
937534,625,31,0,4608,2,5280,4608,2,1,4608,432,1008,3168,11520,31
2351298,525,144,2,432,4.666666667,4439.333333,432,2,3,432,27,81,324,918,142
8124214,48,3,0,480,-0.25,449.75,480,2,0.133333333,480,0,0,480,480,3
6771080,71,0,0,12,1,44,12,2,1,12,0,0,12,12,0
4578169,516,67,5,4125,0.666666667,564.0909091,4125,2,1.6,4125,0,660,3465,6105,62
1657634,1253,8,0,2208,3.260869565,9246.173913,2208,2,23,2208,276,782,1150,7038,8
4768962,31,0,0,90,0.666666667,1766,90,2,0.333333333,90,0,0,90,90,0
9345615,489,17,1,1302,0.967741935,611.6774194,1302,2,0,1302,0,124,1178,1674,16
623118,141,1,0,144,1,1512.333333,144,2,1.333333333,144,0,36,108,252,1
17996665,93,21,0,440,0.636363636,336.6363636,440,2,0.25,440,0,44,396,572,21
10681272,63,3,0,15,2,2092,15,2,0.333333333,15,0,0,15,15,3
9885786,807,221,4,41650,0.571428571,643.9285714,41650,2,1.058823529,41650,1190,10710,29750,84490,217
1883129,2029,6,0,3780,7.666666667,5274.111111,3780,2,9.8,3780,180,1530,2070,9990,6
334142,2576,520,6,16335,5,3181.222222,16335,2,5.848484848,16335,891,8316,7128,49302,514
3256727,45,0,0,50,0.8,219.6,50,2,0,50,0,0,50,50,0
16983493,91,3,0,54,1,192,54,2,0.555555556,54,0,0,54,54,3
12208129,66,5,0,35,0,156,35,2,0.714285714,35,0,0,35,35,5
6518017,31,1,0,160,0.2,279.4,160,2,0,160,0,0,160,160,1
7308474,111,7,2,1530,1,1041.666667,1530,2,2.65E-17,1530,0,0,1530,1530,5
586204,806,437,2,1240,5.2,2262.2,1240,2,5.125,1240,0,440,800,2560,435
4224341,153,30,1,240,0.5,5712,240,2,1.5,240,24,24,192,528,29
7834169,49,0,0,6,0,374,6,2,0.333333333,6,0,0,6,6,0
10651235,41,7,0,48,1,830.3333333,48,2,0,48,0,0,48,48,7
2721089,187,8,0,84,2,3926.666667,84,2,2.25,84,12,12,60,228,8
7799508,245,3,0,378,2.857142857,2088.428571,378,2,1.333333333,378,0,84,294,630,3
6252091,83,0,0,16,1,392,16,2,1,16,0,0,16,16,0
995757,138,29,0,140,1.75,967.25,140,2,1,140,0,0,140,140,29
4161923,87,3,0,450,0.666666667,550,450,2,0.4,450,0,0,450,450,3
10844418,61,55,0,60,1,38,60,2,0.166666667,60,0,0,60,60,55
12752997,139,16,0,168,1.5,54.5,168,2,0.428571429,168,0,0,168,168,16
2731992,133,12,0,216,1.333333333,1364.333333,216,2,1,216,0,18,198,270,12
4065864,1933,99,0,4464,3.258064516,4763.387097,4464,2,23.66666667,4464,93,1767,2604,10602,99
7060014,83,4,0,270,1,584.5,270,2,0.2,270,0,0,270,270,4
7257463,28,2,0,27,0,366.3333333,27,2,0,27,0,0,27,27,2
1369940,7595,55,1,36000,22.28125,13165.09375,36000,2,1.8,36000,3840,13920,18240,112320,54
820636,315,9,0,78,6,4260.5,78,2,5.333333333,78,0,12,66,114,9
8912734,21,0,0,48,0.166666667,708,48,2,0,48,0,0,48,48,0
402796,315,28,1,504,3,5850.625,504,2,1.666666667,504,48,96,360,1224,27
1132067,955,287,0,3744,0.666666667,1111.666667,3744,2,1.974358974,3744,117,1053,2574,7956,287
2916639,356,42,2,2464,1.107142857,1182.571429,2464,2,0,2464,112,336,2016,4480,40
12351797,68,0,0,20,1.5,267.5,20,2,1,20,0,0,20,20,0
1950432,436,299,31,1771,1.454545455,752.5454545,1771,2,2.285714286,1771,0,693,1078,3850,268
2543268,171,0,0,2688,0.523809524,1381.380952,2688,2,0.375,2688,0,672,2016,4704,0
4206889,56,9,0,21,0,46,21,2,1.333333333,21,0,0,21,21,9
11958025,89,2,0,162,-7.81E-18,393.5555556,162,2,1,162,0,18,144,216,2
404039,795,0,0,1496,2.363636364,2584.818182,1496,2,6.5,1496,88,484,924,3740,0
1919371,91,147,0,78,0,198,78,2,0.384615385,78,0,0,78,78,147
1037361,710,42,3,9471,0.311688312,1138.233766,9471,2,0,9471,462,2772,6237,21945,39
9886381,29,0,0,84,0.285714286,143.2857143,84,2,0,84,0,0,84,84,0
17728087,67,8,0,352,0.363636364,226.2727273,352,2,0.25,352,0,0,352,352,8
4676675,77,37,0,64,0.5,875,64,2,0.25,64,0,0,64,64,37
3646913,121,20,0,672,0.666666667,946.4166667,672,2,0.75,672,0,48,624,816,20
1477862,178,4,0,28,2,1155,28,2,4.5,28,0,0,28,28,4
16725713,33,1,0,12,0,316,12,2,0,12,0,0,12,12,1
5645295,82,1,0,880,0.090909091,415.4545455,880,2,0.25,880,0,0,880,880,1
4247432,668,132,2,10064,0.617647059,911.9852941,10064,2,1.5,10064,544,2176,7344,21488,130
533599,587,66,0,25080,1.363636364,2004.036364,25080,2,1.375,25080,880,7040,17160,54120,66
9269508,73,5,1,252,-0.666666667,206.3333333,252,2,0.333333333,252,0,0,252,252,4
7368287,327,108,13,312,4.94E-17,1085,312,2,2.125,312,0,72,240,528,95
7785666,35,6,0,240,0.125,1399.125,240,2,0.333333333,240,0,48,192,384,6
575623,2821,2,0,290,48.8,30261,290,2,12,290,20,160,110,950,2
7586914,197,123,0,308,1.714285714,633,308,2,1,308,0,28,280,392,123
11848076,41,0,0,168,0.285714286,690.8571429,168,2,0.333333333,168,0,21,147,231,0
8235228,67,1,0,80,0.8,377.6,80,2,1,80,0,0,80,80,1
3564908,135,21,0,297,1.333333333,733.4444444,297,2,0.333333333,297,0,0,297,297,21
7240192,103,11,0,1820,-0.7,707.2,1820,2,0.5,1820,0,140,1680,2240,11
2570612,61,6,0,72,1,747.25,72,2,0.666666667,72,0,12,60,108,6
5492398,245,9,0,840,1.26E-16,395.5,840,2,1,840,0,84,756,1092,9
5241746,217,2,0,396,1,1003.75,396,2,1.181818182,396,0,132,264,792,2
1729112,256,42,0,208,2.5,3911.5,208,2,3.25,208,0,48,160,352,42
8807721,49,197,0,90,1,827,90,2,0.4,90,10,10,70,210,197
3866386,301,49,0,294,1.666666667,440.6666667,294,2,2.857142857,294,0,63,231,483,49
19616654,48,1,0,392,0.071428571,51.5,392,2,0,392,0,0,392,392,1
1036986,45,6,0,216,0.333333333,379.1111111,216,2,0,216,0,27,189,297,6
6364799,369,362,3,11385,0.68115942,600.1449275,11385,2,0.2,11385,345,2070,8970,20700,359
684827,393,40,0,2288,1.153846154,723.1538462,2288,2,1.5,2288,0,208,2080,2912,40
2308115,460,8,3,960,3.7,5298.1,960,2,1.666666667,960,60,210,690,2130,5
10308913,685,37,1,6944,1.419354839,1200.451613,6944,2,1.125,6944,248,1984,4712,15128,36
6870143,127,71,9,192,1,77,192,2,0.333333333,192,0,0,192,192,62
3129864,151,3,0,315,0.857142857,754,315,2,1,315,0,35,280,420,3
10596579,19,26,0,816,0.882352941,166.7058824,816,2,0,816,0,102,714,1122,26
5089441,301,0,0,234,0.666666667,1575.333333,234,2,2.333333333,234,0,72,162,450,0
320914,171,2,0,12,1,620,12,2,0.75,12,0,0,12,12,2
10926939,20,1,0,96,0,63,96,2,0,96,12,12,72,240,1
1390385,231,18,0,117,4,5596.666667,117,2,3.666666667,117,9,27,81,279,18
3893759,481,31,0,3024,0.833333333,1932.208333,3024,2,0.285714286,3024,168,672,2184,6552,31
6375237,175,11,1,392,1.714285714,1258.714286,392,2,0.75,392,0,28,364,476,10
1087787,787,381,32,8874,1.294117647,1230.705882,8874,2,1.944444444,8874,0,2754,6120,17136,349
5550975,346,21,0,900,1.2,1130.5,900,2,1.8,900,0,150,750,1350,21
3113862,89,14,0,315,0.6,3122.2,315,2,0.285714286,315,35,35,245,735,14
1048677,219,40,0,600,1.9,1592.8,600,2,0.5,600,0,120,480,960,40
4678825,86,6,0,14,2,1139,14,2,2.5,14,0,0,14,14,6
8009924,445,27,0,6336,0.583333333,2024.25,6336,2,0.833333333,6336,288,1728,4320,14112,27
950494,731,63,1,5544,2.277777778,1703,5544,2,1.818181818,5544,198,1386,3960,11484,62
3554004,994,9,2,6930,3.285714286,1377.761905,6930,2,1.181818182,6930,0,1617,5313,11781,7
3932626,811,65,34,20535,1.243243243,986.5945946,20535,2,1.066666667,20535,0,5550,14985,37185,31
5323813,143,24,0,480,0.4,394,480,2,1,480,0,60,420,660,24
637067,437,40,0,231,0.333333333,87.66666667,231,2,4.142857143,231,0,63,168,420,40
4937433,301,40,0,312,3.5,3615,312,2,0.75,312,0,48,264,456,40
4066220,393,33,1,1155,1.428571429,2631.285714,1155,2,1.454545455,1155,77,308,770,2772,32
2083612,856,40,0,1716,2.346153846,1591.038462,1716,2,8,1716,52,520,1144,3744,40
1300581,136,0,0,28,3,4403,28,2,2.25,28,0,4,24,40,0
8280028,169,4,0,450,0.4,563,450,2,1.1,450,0,50,400,600,4
1927485,101,4,0,546,0.538461538,1281.692308,546,2,-0.666666667,546,0,78,468,780,4
6686133,47,3,0,63,1,102,63,2,-0.111111111,63,0,0,63,63,3
1847677,358,173,2,270,2.5,1922.5,270,2,2.666666667,270,0,54,216,432,171
871726,3585,433,5,35518,1.142857143,2314.428571,35518,2,4.93220339,35518,1652,17346,16520,102424,428
10315508,113,20,0,96,1,461,96,2,1,96,0,0,96,96,20
12897929,51,3,0,20,1.5,527.5,20,2,1,20,0,0,20,20,3
262766,2470,128,2,4508,13.21428571,9992.357143,4508,2,6.571428571,4508,294,2156,2058,13622,126
492563,900,423,0,1650,2.166666667,644.6666667,1650,2,5.909090909,1650,0,594,1056,3432,423
4788699,501,175,1,216,3.166666667,1651.666667,216,2,9.5,216,0,48,168,360,174
100302,407,17,0,700,2.142857143,3313.857143,700,2,2.4,700,0,175,525,1225,17
5497004,88,54,0,54,1,220.5,54,2,1.666666667,54,0,6,48,72,54
2279414,241,87,2,80,5,215,80,2,1.6,80,0,10,70,110,85
9675597,165,6,0,1320,0.5,319.75,1320,2,0,1320,0,120,1200,1680,6
8179457,85,4,0,220,0.272727273,591,220,2,1,220,0,0,220,220,4
1830794,116,15,0,60,3,16800,60,2,1.333333333,60,6,12,42,150,15
7651707,171,20,3,1568,-0.428571429,470.1428571,1568,2,0.714285714,1568,0,0,1568,1568,17
18587779,68,12,0,810,0.5,288.8333333,810,2,0.466666667,810,0,0,810,810,12
6480327,1417,11,3,1302,17,27688,1302,2,4.857142857,1302,84,504,714,3570,8
12091293,85,9,0,96,1.166666667,409.1666667,96,2,0.5,96,0,0,96,96,9
342598,1905,46,4,1536,2.25,6106.5,1536,2,28.33333333,1536,96,672,768,4416,42
5605533,51,4,0,432,1.76E-17,833.5833333,432,2,0.75,432,0,48,384,576,4
7573725,493,24,0,2574,1.576923077,3131.576923,2574,2,0.666666667,2574,234,624,1716,6552,24
5540091,79,8,0,360,0.5,362.9166667,360,2,0,360,0,0,360,360,8
11585798,526,745,8,2880,-4.91E-16,1025.166667,2880,2,1.8125,2880,0,864,2016,5472,737
4803609,1259,1078,61,10098,1.222222222,1485.444444,10098,2,1.272727273,10098,594,3762,5742,26730,1017
882898,133,0,0,40,0,453,40,2,1.25,40,0,0,40,40,0
9076659,113,79,0,35,2,343,35,2,1.2,35,0,0,35,35,79
10192061,161,12,1,1040,1,1361.625,1040,2,0.4,1040,0,160,880,1520,11
3582787,160,21,0,300,0.8,1425.7,300,2,2.5,300,0,20,280,360,21
5699518,21,0,0,24,0.333333333,1293.666667,24,2,0,24,0,0,24,24,0
1876222,251,6,0,920,1,3516.1,920,2,0.5,920,40,240,640,2000,6
919499,393,17,0,216,0.666666667,58.33333333,216,2,4,216,0,54,162,378,17
5145795,168,411,0,1440,1,804.8333333,1440,2,0.166666667,1440,72,216,1152,2736,411
15499503,107,209,0,665,0.315789474,152.1052632,665,2,0,665,0,0,665,665,209
1232264,87,1,0,154,1.142857143,1784.428571,154,2,0,154,0,28,126,238,1
8933162,928,66,12,10880,1.588235294,1020.911765,10880,2,2.9,10880,340,4080,6460,26180,54
7545990,39,2,0,28,1,221.5,28,2,0.5,28,0,0,28,28,2
674536,949,147,1,4394,0.923076923,1087.538462,4394,2,4.769230769,4394,0,1521,2873,8957,146
4415153,301,3,0,252,2.5,3200.5,252,2,3,252,0,54,198,414,3
2052916,91,22,0,216,0.222222222,1257.888889,216,2,1.5,216,0,36,180,324,22
1896420,995,33,2,784,11.85714286,34750.71429,784,2,0.5,784,84,224,476,2212,31
1401611,163,0,0,132,2.166666667,1782.833333,132,2,1.5,132,0,12,120,168,0
15184144,51,0,0,20,0,75.5,20,2,0.4,20,0,0,20,20,0
156906,693,69,5,3300,2.136363636,1801,3300,2,2.6,3300,110,990,2200,7260,64
5223824,511,123,1,1632,2.529411765,2763.647059,1632,2,1.333333333,1632,0,459,1173,3009,122
861389,618,16,0,600,4.625,5738.125,600,2,4,600,48,144,408,1464,16
3406997,323,45,0,510,1,1337.066667,510,2,1,510,30,60,420,960,45
1363730,1891,129,2,44100,1.1,927.6857143,44100,2,0.4,44100,1400,16100,26600,105000,127
6510258,53,3,0,60,0,30.5,60,2,0.166666667,60,0,0,60,60,3
1046497,301,3,0,312,2.230769231,928.6923077,312,2,0,312,0,52,260,468,3
13934456,29,7,0,90,-0.111111111,113.2222222,90,2,0,90,0,0,90,90,7
3610386,107,13,0,330,0.2,443.3,330,2,0.333333333,330,0,0,330,330,13
1544563,808,30,0,648,0.333333333,2808.333333,648,2,8,648,0,216,432,1296,30
5448180,181,1,0,36,5,374,36,2,1.5,36,0,6,30,54,1
1961500,321,68,3,528,1.333333333,1877.666667,528,2,1.75,528,0,120,408,888,65
6832556,528,36,1,1456,1.307692308,1719.653846,1456,2,0.5,1456,0,416,1040,2704,35
5409170,21,0,0,12,1,315.5,12,2,0,12,0,0,12,12,0
1179047,409,254,0,504,8.75,17368.75,504,2,0.571428571,504,56,140,308,1428,254
4983630,58,8,0,48,0.5,513.5,48,2,1,48,0,0,48,48,8
7431555,21,5,0,24,0,169.5,24,2,0.333333333,24,0,0,24,24,5
8769455,65,8,0,66,2,1089.5,66,2,0.666666667,66,0,6,60,84,8
2312904,424,127,2,3432,1.769230769,1340.538462,3432,2,0.454545455,3432,0,572,2860,5148,125
2512836,65,119,0,56,0.5,484.5,56,2,0.25,56,0,0,56,56,119
1761358,93,11,0,210,0.666666667,791.3333333,210,2,0.4,210,0,0,210,210,11
17904373,56,2,0,30,0,229,30,2,0.666666667,30,0,0,30,30,2
392937,1953,2,0,504,30,36161.83333,504,2,1,504,54,234,216,1692,2
2799341,518,11,0,22932,0.252747253,481.1758242,22932,2,0.222222222,22932,0,4914,18018,37674,11
1404972,165,10,0,952,0.875,4568.375,952,2,1.142857143,952,56,168,728,1960,10
1737979,649,22,0,6660,1,4299.666667,6660,2,0.5,6660,540,1800,4320,16920,22
10474393,589,14,0,2088,1.138888889,819.3888889,2088,2,2,2088,0,576,1512,3816,14
85148,2050,21,0,9744,7.523809524,5397.095238,9744,2,2.125,9744,840,3528,5376,27888,21
2763868,579,25,0,5916,1.176470588,1003.294118,5916,2,0.333333333,5916,0,1224,4692,9588,25
4257780,95,8,0,960,0.3,1195.7,960,2,0,960,0,180,780,1500,8
6395997,40,6,0,80,0,526.75,80,2,0.5,80,0,0,80,80,6
717881,614,67,4,1134,3.888888889,307.1111111,1134,2,0.777777778,1134,0,243,891,1863,63
1563917,55,0,0,120,0.75,778,120,2,0.4,120,0,0,120,120,0
1808654,1108,34,2,4312,4,2428,4312,2,1.714285714,4312,154,1232,2926,9394,32
1805944,1290,26,0,2040,2.7,4627.9,2040,2,14.83333333,2040,60,600,1380,4380,26
8998261,143,3,0,48,0,40,48,2,2.25,48,0,0,48,48,3
3944680,1959,79,2,175,0,2221,175,2,27.42857143,175,7,91,77,511,77
1420446,169,116,5,270,2.4,598.6,270,2,0.666666667,270,0,0,270,270,111
1524821,159,9,0,12,0,584,12,2,2,12,0,0,12,12,9
720525,320,9,0,272,3.375,2923,272,2,1,272,16,64,192,608,9
82094,188,44,0,99,3,21706,99,2,1.444444444,99,9,9,81,207,44
7095203,41,2,0,64,-0.5,329.5,64,2,0.5,64,0,8,56,88,2
1406904,323,11,6,2100,0.666666667,1159.761905,2100,2,0.4,2100,0,420,1680,3360,5
1294491,192,90,2,44,1.5,1565.5,44,2,2.5,44,0,4,40,56,88
5956768,168,482,5,306,2.5,5511.5,306,2,0.555555556,306,0,54,252,468,477
6661742,38,16,0,312,0.333333333,375.6666667,312,2,0.076923077,312,0,0,312,312,16
13603992,129,71,0,60,0,29,60,2,0.75,60,0,0,60,60,71
7110983,408,2,0,225,0.4,722.2,225,2,11.66666667,225,0,60,165,405,2
3924776,171,5,0,40,3.5,478.75,40,2,1,40,0,0,40,40,5
12314175,82,17,0,120,0.333333333,472.6666667,120,2,1.25,120,0,0,120,120,17
8140227,31,1,0,90,0,255.2,90,2,0.333333333,90,0,0,90,90,1
4399862,429,27,2,2496,1.041666667,3659.333333,2496,2,0.5,2496,96,480,1920,4800,25
5553647,199,134,0,1320,0.375,341.125,1320,2,1.090909091,1320,0,176,1144,1848,134
1888197,619,63,1,7280,0.461538462,1325.461538,7280,2,2.375,7280,0,2288,4992,14144,62
6386272,48,7,0,30,0,261.3333333,30,2,0.5,30,0,0,30,30,7
14073111,595,65,0,2280,0.596491228,183.2280702,2280,2,-0.25,2280,0,456,1824,3648,65
16197744,70,17,0,80,-1.04E-17,103.75,80,2,0.25,80,0,0,80,80,17
5174498,138,101,1,270,1.222222222,427.5555556,270,2,0.666666667,270,0,0,270,270,100
10842125,43,16,0,126,0.222222222,88.55555556,126,2,0,126,0,18,108,180,16
190929,368,625,1,4056,0.634615385,1040.846154,4056,2,0,4056,0,832,3224,6552,624
3457587,129,42,0,792,0.333333333,1292.111111,792,2,0.875,792,0,72,720,1008,42
2047492,199,1,0,640,1,1874.2,640,2,2,640,0,120,520,1000,1
897391,127,6,1,720,0.333333333,323.3333333,720,2,0.25,720,0,0,720,720,5
3533946,2627,55,28,9922,20.72727273,23687.54545,9922,2,0.636363636,9922,484,3872,5566,25894,27
16915566,64,21,0,720,-6.18E-17,123.375,720,2,0.222222222,720,0,0,720,720,21
931669,118,64,0,66,0.666666667,2581.333333,66,2,4,66,0,6,60,84,64
982295,636,3,2,6000,1.2,1317.5,6000,2,0,6000,150,1350,4500,11400,1
7150446,19,0,0,45,0.333333333,1648.333333,45,2,0,45,0,9,36,72,0
11024685,92,56,0,220,-0.5,177,220,2,0.6,220,0,60,160,400,56
106805,1131,146,5,5040,4.666666667,4617.333333,5040,2,9.857142857,5040,126,1764,3150,11466,141
7978975,157,9,0,200,1.6,760,200,2,1,200,0,20,180,260,9
4157370,1054,55,0,552,9.5,8503.75,552,2,9,552,24,192,336,1344,55
13768998,427,11,0,312,1.333333333,3058.5,312,2,5,312,24,96,192,816,11
8881768,101,0,0,72,-1.50E-16,235,72,2,3,72,0,0,72,72,0
2850354,124,17,1,66,-1,985,66,2,0.727272727,66,0,0,66,66,16
1658597,330,172,4,630,1.6,2038.4,630,2,2.166666667,630,0,180,450,1170,168
4399219,1169,67,0,924,0,163.5,924,2,4.619047619,924,0,420,504,2184,67
11469375,105,12,0,20,2,80,20,2,1.5,20,0,0,20,20,12
819888,1123,19,2,240,0,417.6666667,240,2,19.6,240,0,135,105,645,17
1269726,431,95,10,1254,2.181818182,822.0909091,1254,2,1.5,1254,0,264,990,2046,85
3570793,65,1,0,360,1.39E-16,828.3333333,360,2,0.25,360,0,0,360,360,1
6448094,111,3,0,280,0.428571429,2271.857143,280,2,0.5,280,28,28,224,616,3
2202892,139,31,0,420,2,2496.333333,420,2,0.142857143,420,0,42,378,546,31
1592734,70,19,0,90,1,1383,90,2,0.2,90,0,10,80,120,19
8610968,55,18,0,210,0.2,125.3,210,2,0.333333333,210,0,0,210,210,18
1016406,489,309,10,5280,0.666666667,3050.933333,5280,2,1.909090909,5280,165,1815,3300,12210,299
965576,351,89,0,1764,1.214285714,2847.428571,1764,2,0.777777778,1764,126,252,1386,3654,89
1058730,142,3,1,300,1,150.6,300,2,1,300,0,30,270,390,2
2445612,66,13,0,288,0.111111111,593.7777778,288,2,0.25,288,0,0,288,288,13
9271019,311,11,1,576,1.222222222,4388.888889,576,2,1,576,36,72,468,1116,10
245028,71,0,0,64,1,1841.5,64,2,1.5,64,0,8,56,88,0
4329276,215,8,0,704,0.9375,833.125,704,2,1,704,0,128,576,1088,8
10894229,113,0,0,72,1.75,2432,72,2,0.5,72,0,8,64,96,0
3429385,155,296,0,110,1.2,752.2,110,2,4.5,110,0,20,90,170,296
3964305,69,16,0,10,0,171,10,2,1.5,10,0,0,10,10,16
359535,938,19,2,3190,6.5,7055,3190,2,2.363636364,3190,220,1100,1870,8470,17
533705,91,71,0,480,0.75,748.25,480,2,0.4,480,0,120,360,840,71
4146709,1055,29,0,42770,0.78021978,1288.692308,42770,2,0.2,42770,2730,11830,28210,102830,29
11864862,121,75,0,162,2,2346,162,2,0.333333333,162,0,18,144,216,75
15397026,181,6,0,360,1,513.3333333,360,2,1,360,0,45,315,495,6
7845508,928,6,20,882,0,743,882,2,6.214285714,882,0,378,504,2016,-14
10197035,158,9,0,483,0,204.3333333,483,2,0.434782609,483,0,0,483,483,9
2631444,567,12,1,644,4.428571429,11167.28571,644,2,3.5,644,28,168,448,1400,11
8930099,71,23,0,20,0,213,20,2,1,20,0,0,20,20,23
682168,152,6,0,160,2.5,1559,160,2,0.6,160,0,20,140,220,6
3716003,2563,44,8,4500,0.333333333,306,4500,2,7.9,4500,0,1980,2520,10440,36
3323174,271,6,0,28,1,383,28,2,3.25,28,0,8,20,52,6
481189,413,800,0,240,5,3153,240,2,1.666666667,240,0,60,180,420,800
3176056,396,87,1,1512,0.75,1228.416667,1512,2,3,1512,0,504,1008,3024,86
3319358,159,54,0,100,1,51.5,100,2,1,100,0,0,100,100,54
1184205,843,35,0,2436,2.535714286,1532.571429,2436,2,0,2436,84,672,1680,5208,35
595047,75,3,0,96,1.39E-17,2177.25,96,2,1.666666667,96,0,12,84,132,3
9666713,341,47,14,714,2.571428571,2070.285714,714,2,0.166666667,714,42,84,588,1344,33
598327,3432,19,0,1650,5.363636364,7939.909091,1650,2,93.66666667,1650,132,792,726,5214,19
885561,506,36,7,2178,2.111111111,1318.777778,2178,2,2.818181818,2178,0,297,1881,3069,29
9646853,93,2,0,90,2,1492.333333,90,2,1,90,0,9,81,117,2
5554647,91,0,0,112,0.5,315,112,2,0.5,112,0,0,112,112,0
1514477,81,0,0,42,1,1640,42,2,0.571428571,42,0,0,42,42,0
7046367,1225,11,1,2688,1.785714286,3628.285714,2688,2,15.33333333,2688,84,756,1848,5712,10
4823278,55,3,0,135,0.8,817.6,135,2,0,135,0,15,120,180,3
9665505,67,31,0,192,0.5,510.6666667,192,2,0.5,192,0,24,168,264,31
6403231,738,128,5,3744,2.5,2341.625,3744,2,3,3744,104,1144,2496,8112,123
18467812,25,10,0,80,-0.125,53.625,80,2,0,80,0,0,80,80,10
2405165,537,48,7,2160,3.875,2081.5,2160,2,1.066666667,2160,0,480,1680,3600,41
1642541,502,273,6,216,0,71,216,2,2.916666667,216,0,60,156,396,267
12970845,9,0,0,60,-4.63E-18,853.3333333,60,2,0,60,0,12,48,96,0
2924735,218,20,4,273,0.571428571,881.5714286,273,2,1,273,0,21,252,336,16
1478588,153,13,1,1920,-0.5,1293.5,1920,2,0.666666667,1920,0,360,1560,3000,12
8114125,82,8,0,729,0,973.1111111,729,2,0.666666667,729,0,81,648,972,8
12112359,138,22,2,324,1.222222222,183.6666667,324,2,-1.04E-17,324,0,0,324,324,20
1634986,314,36,0,75,6,8419,75,2,2.6,75,0,20,55,135,36
10703357,36,12,0,252,-0.5,240.4166667,252,2,0,252,0,0,252,252,12
2952714,153,19,0,672,1,781.1428571,672,2,0.875,672,0,0,672,672,19
